[User ID]	[Service ID]	[TP]	[User Country]	[User AS]	[Service Country]	[Service AS]
120	1672	28.901	21	106	33	43
265	5347	3.21	8	49	70	374
317	262	120.689	29	88	9	203
318	2538	0.51	29	88	62	743
136	2228	39.473	29	46	36	159
190	152	22.222	25	14	4	43
297	5110	5.905	1	1	70	468
31	4785	22.9	2	53	70	794
233	63	5.882	29	64	1	43
83	4778	6.185	9	113	70	43
193	539	4.059	10	98	9	864
75	791	1.96	2	8	11	164
146	803	0.446	8	125	11	164
268	797	7.334	12	42	11	164
70	3094	27.397	9	100	69	624
330	1999	14.705	24	47	43	976
310	4313	7.494	29	77	70	575
57	5765	9.049	29	45	70	43
79	4393	4.464	9	113	70	233
280	1487	0.391	19	102	23	445
162	4598	479.298	29	44	70	963
336	4606	2.074	29	117	70	43
31	783	16.26	2	53	11	138
218	2945	27.272	29	92	69	889
333	2907	62.215	29	58	69	43
34	2557	4.255	29	62	62	521
119	4999	12.658	9	113	70	808
10	3592	29.126	29	105	23	803
311	3784	39.473	29	111	70	923
64	5038	17.964	29	57	70	807
302	5001	0.288	3	91	70	10
41	5771	47.619	29	18	70	598
63	2092	1.132	29	57	45	111
189	2546	47.619	25	14	62	291
120	779	2.772	21	106	11	43
222	3353	22.222	29	59	70	460
275	1345	2.117	5	76	23	221
46	3509	15.873	29	34	70	808
134	854	4.778	29	51	11	43
169	1464	8.83	29	83	23	36
276	4207	22.099	6	67	70	240
31	2956	9.025	2	53	69	623
2	1104	2.89	16	94	22	406
142	778	0.168	9	12	11	43
151	3393	14.842	9	113	70	457
158	1419	23.255	4	30	23	753
141	3762	16.853	29	52	70	903
246	5764	2.642	29	126	70	580
205	3095	29.09	19	134	69	623
220	108	4.796	29	59	2	49
273	5043	12.195	28	126	70	573
293	3613	93.75	29	96	70	21
60	1792	5.94	29	73	33	622
170	683	6.493	29	83	11	164
277	1820	19.108	6	67	33	43
90	3012	58.823	0	122	69	495
185	1342	14.76	29	48	23	772
10	255	13.282	29	105	9	203
28	3802	72.072	29	110	70	542
156	5096	4.555	4	30	70	43
65	2342	316.494	29	79	58	844
198	2554	11.363	29	16	62	299
264	1415	4.535	9	100	69	648
156	3701	6.968	4	30	70	815
253	2376	150.943	20	40	60	436
130	1529	2.751	11	84	28	218
23	2935	25.157	29	119	69	43
9	1466	7.985	29	133	23	30
302	2402	0.437	3	91	60	43
93	2788	27.472	29	97	69	43
200	3598	3.0	8	49	70	43
191	2011	6.6	29	68	43	43
99	3580	15.384	9	113	70	124
10	3975	38.461	29	105	70	126
88	4627	130.718	27	101	70	43
259	3860	11.56	7	29	70	764
225	4445	105.263	29	59	70	736
305	5816	5.698	16	60	70	43
44	154	1.195	29	65	4	43
237	4383	12.931	27	101	70	43
26	3029	166.666	29	104	69	868
56	1238	2.706	29	23	23	36
270	760	8.826	19	10	11	163
330	1799	3.738	24	47	33	780
122	1343	0.614	23	121	23	306
22	1430	6.833	29	119	23	688
284	3125	0.378	9	113	70	43
308	4196	6.932	29	77	70	792
107	1581	97.305	29	128	31	781
154	574	5.108	10	131	9	491
58	2307	3.663	29	45	54	687
119	3344	62.184	9	113	70	210
88	5439	5.54	27	101	9	43
78	1007	20.0	9	113	18	760
292	4538	66.595	2	2	70	762
113	4015	18.518	16	61	70	872
99	4864	12.145	9	113	70	31
177	624	5.494	9	113	11	43
43	3921	81.632	29	65	70	729
271	2350	11.695	19	10	58	43
259	3566	29.85	7	29	70	354
28	2955	17.543	29	110	69	43
44	3415	2.365	29	65	70	166
123	355	10.057	23	121	9	203
22	584	19.736	29	119	70	474
280	1096	71.428	19	102	22	442
229	931	7.136	29	82	17	512
274	3523	14.084	5	76	70	24
222	2654	46.692	29	59	65	43
213	2961	10.443	16	60	69	296
289	788	1.138	29	107	11	43
51	1676	35.714	29	63	33	43
157	1154	5.291	4	30	22	406
66	4197	4.296	18	50	70	614
224	3191	11.07	29	59	70	372
87	3039	30.927	27	101	69	275
338	2832	34.482	29	87	69	43
0	145	0.557	29	115	4	43
203	1566	93.366	29	27	31	508
52	1445	32.786	29	21	23	286
10	3888	13.377	29	105	70	392
36	283	23.411	29	71	9	203
214	5681	8.174	16	60	70	474
333	1114	3.973	29	58	22	74
5	5197	5.0	29	15	34	43
218	4311	422.68	29	92	70	713
293	1137	4.494	29	96	22	43
174	3134	90.322	9	113	69	609
206	5127	2.112	29	132	57	250
181	3997	25.862	2	56	70	792
16	2861	34.482	29	22	69	43
114	5372	12.096	28	126	70	118
270	3766	6.818	19	10	70	903
241	5345	4.854	27	101	70	459
159	2604	5.917	4	35	63	883
16	3664	12.987	29	22	70	905
47	3868	76.923	29	34	70	772
331	2821	37.593	22	13	69	43
181	40	4.624	2	56	1	819
298	3898	25.345	1	38	70	580
279	2769	90.909	19	102	69	43
142	2535	0.579	9	12	62	43
224	1117	7.782	29	59	22	74
151	3859	11.299	9	113	70	764
272	166	175.925	28	126	5	43
272	5098	10.135	28	126	70	238
255	2700	84.745	25	123	69	43
8	5818	169.354	29	133	70	256
24	4878	7.117	29	119	70	43
259	2110	24.39	7	29	45	43
177	3449	10.152	9	113	70	43
328	1128	9.216	9	113	22	43
215	3666	20.689	16	60	70	905
163	1808	6.487	29	39	33	43
186	1469	4.246	10	78	23	114
273	5544	107.692	28	126	22	43
186	5267	8.196	10	78	70	124
200	950	5.494	8	49	17	270
329	4498	5.181	9	113	70	808
32	5578	90.225	29	54	43	427
123	3173	5.217	23	121	70	372
54	4562	93.137	29	0	70	728
85	1215	23.255	9	130	22	43
203	5351	25.641	29	27	70	486
65	5627	10.452	29	79	70	372
80	1208	78.125	15	17	22	837
75	2337	300.781	2	8	58	844
155	4432	13.636	10	131	70	240
300	2106	3.236	16	124	45	784
112	1341	5.119	16	95	23	772
72	227	56.451	29	114	9	203
62	2698	34.482	29	90	69	43
207	3177	4.659	29	132	70	372
139	1477	16.949	0	4	23	286
106	61	5.063	29	128	1	247
108	3903	65.42	29	120	70	580
26	2138	4.405	29	104	48	323
132	124	142.857	9	113	4	43
16	611	11.494	29	22	10	737
144	2778	250.0	28	126	69	43
83	3254	42.016	9	113	70	581
216	2285	3.11	30	33	53	940
191	1449	7.832	29	68	23	36
60	5111	3.577	29	73	70	723
144	5303	13.333	28	126	70	145
63	3325	50.42	29	57	70	210
127	4560	346.408	29	7	70	653
295	3887	18.433	29	19	70	392
51	3930	65.217	29	63	70	576
64	2221	1.486	29	57	36	556
254	3804	23.054	20	40	70	542
319	3583	187.5	29	88	70	43
117	5391	11.299	9	100	70	761
126	5635	24.875	29	7	70	43
71	2450	3.856	29	114	60	269
191	3919	57.142	29	68	70	729
258	241	0.638	7	29	9	203
238	1876	8.333	27	101	34	43
182	4618	0.75	0	5	70	169
236	5183	277.777	9	113	23	682
109	2320	15.151	29	120	55	43
184	2658	2.461	17	31	65	43
6	4768	14.184	29	15	70	729
135	1247	53.571	25	123	23	493
195	2324	2.56	19	136	55	152
77	2103	29.556	15	17	45	43
204	3948	93.617	19	134	70	43
239	3223	7.968	27	101	70	372
159	3590	13.698	4	35	70	43
38	2415	8.45	29	129	60	286
79	3556	23.809	9	113	70	354
230	5406	34.883	29	82	70	601
235	2453	12.448	9	113	61	43
103	69	4.0	29	103	1	43
33	1766	4.597	29	62	33	632
17	473	58.823	29	112	9	119
87	3675	9.146	27	101	70	43
134	1593	18.912	29	51	30	689
37	1306	11.695	29	129	23	295
317	5286	236.363	29	88	70	872
248	1778	1.667	29	116	33	43
132	1118	18.604	9	113	22	74
297	3565	21.276	1	1	70	354
319	1430	1.221	29	88	23	688
144	1225	114.285	28	126	23	36
38	988	5.333	29	129	18	43
41	3816	12.345	29	18	70	118
309	1241	15.306	29	77	23	269
127	5303	21.897	29	7	70	145
11	1118	7.029	29	105	22	74
202	3167	50.314	29	27	70	372
167	2845	106.382	9	113	69	43
256	782	6.802	18	50	11	138
204	5396	129.12	19	134	70	595
15	4887	193.877	29	22	70	91
275	3081	3.778	5	76	69	43
283	5347	0.344	19	102	70	374
129	939	1.048	11	84	17	745
304	3674	16.393	16	60	70	21
148	5052	10.309	9	113	70	43
193	2960	23.622	10	98	69	296
12	3233	14.705	29	105	70	372
143	3081	0.554	9	12	69	43
67	3796	23.598	18	50	70	542
306	4274	17.621	16	60	70	387
132	3953	45.454	9	113	70	144
5	141	8.522	29	15	4	43
187	1393	179.425	10	78	23	43
92	2863	121.951	15	17	69	43
272	3979	0.645	28	126	70	466
121	3088	4.683	21	106	69	304
299	1206	1.787	1	38	22	43
86	3894	28.368	9	130	70	473
198	1082	25.641	29	16	22	628
140	2301	8.119	29	52	53	900
314	2131	7.957	29	3	48	323
163	2343	3.436	29	39	58	747
244	5559	76.923	29	70	23	682
128	3554	21.428	29	7	70	354
16	4992	12.232	29	22	70	43
158	1761	2.958	4	30	33	780
303	5171	5.78	16	60	23	180
125	4806	0.902	29	7	70	770
242	5661	18.987	27	101	70	240
210	1583	6.726	29	81	31	756
287	651	12.422	29	69	11	951
50	5148	50.847	29	63	9	25
35	629	143.968	29	62	11	661
195	73	18.306	19	136	1	43
163	2982	13.986	29	39	69	43
49	2690	34.965	29	63	69	43
72	5449	23.437	29	114	4	149
238	1828	100.0	27	101	33	509
160	4785	0.509	4	26	70	794
276	1251	88.235	6	67	23	456
164	4987	271.575	29	39	70	148
34	5247	14.827	29	62	69	43
126	2181	4.296	29	7	70	816
303	4638	11.049	16	60	70	808
260	5401	37.151	7	29	70	396
320	3626	60.606	29	88	70	124
88	745	1.91	27	101	11	21
81	1702	810.81	25	123	33	428
201	3756	31.25	8	49	70	574
203	1929	19.354	29	27	43	43
248	5274	1.547	29	116	70	43
86	5304	18.867	9	130	70	43
2	1696	16.501	16	94	33	43
271	11	2.528	19	10	0	43
73	625	3.552	29	127	11	661
75	1986	7.371	2	8	43	616
72	2926	24.39	29	114	69	495
96	3410	11.494	29	72	70	166
30	2111	3.541	2	53	45	695
73	3621	33.707	29	127	70	717
190	3213	10.781	25	14	70	372
81	1017	0.376	25	123	18	515
329	1104	25.0	9	113	22	406
257	5365	16.949	18	50	70	581
191	2478	66.666	29	68	61	108
298	2315	13.602	1	38	73	43
75	161	3.787	2	8	4	230
295	2920	25.423	29	19	69	43
86	2123	24.691	9	130	42	741
4	3804	47.058	29	28	70	542
55	5530	40.229	29	37	22	43
269	1116	33.613	28	126	22	74
83	4797	6.983	9	113	70	43
195	4836	5.555	19	136	70	256
161	1100	7.092	4	26	22	414
33	3892	28.571	29	62	70	65
80	1597	6.864	15	17	32	43
315	1161	35.294	29	3	22	406
216	2314	838.09	30	33	73	298
287	2085	7.645	29	69	45	282
131	4078	8.51	11	84	70	43
76	5488	16.985	2	8	9	137
59	752	2.304	29	66	11	546
55	1470	11.589	29	37	23	694
260	1631	2.378	7	29	32	182
210	2525	4.535	29	81	61	109
79	4537	4.354	9	113	70	762
261	3601	28.571	9	113	70	43
35	242	10.752	29	62	9	203
133	2371	97.56	9	113	60	436
225	843	0.819	29	59	11	164
275	3410	5.607	5	76	70	166
147	4809	2.82	8	125	70	18
138	392	37.634	0	4	9	203
126	4913	6.302	29	7	70	21
260	1313	55.555	7	29	23	36
303	901	14.311	16	60	14	43
227	523	22.058	29	109	9	43
162	5265	30.612	29	44	70	262
3	3789	19.9	29	28	70	84
186	1565	3.099	10	78	29	335
199	1343	9.478	29	16	23	306
44	3163	40.404	29	65	70	372
175	4950	21.505	9	113	70	632
60	374	61.403	29	73	9	203
166	1283	518.518	29	6	23	286
53	5585	11.577	29	21	53	944
217	782	3.223	30	33	11	138
211	4950	16.313	25	123	70	632
4	1806	7.648	29	28	33	780
271	3322	12.853	19	10	70	210
196	5472	39.772	16	32	9	26
153	3121	11.876	9	113	69	302
173	219	97.222	29	55	9	203
217	2826	11.834	30	33	69	43
108	1746	760.368	29	120	33	43
154	3671	18.75	10	131	70	43
212	4557	68.259	16	60	70	98
58	4787	10.443	29	45	70	538
132	4715	16.0	9	113	70	817
218	5505	7.905	29	92	11	43
41	3533	13.698	29	18	70	371
7	2661	14.613	29	15	65	421
10	46	20.725	29	105	1	987
108	77	7.662	29	120	1	548
238	410	0.762	27	101	9	203
166	1517	17.241	29	6	27	910
52	3420	6.88	29	21	70	166
68	3807	25.641	29	118	70	118
113	5444	10.489	16	61	43	50
201	1603	27.522	8	49	32	845
253	3894	12.48	20	40	70	473
60	2373	41.884	29	73	60	436
312	3675	14.423	29	80	70	43
277	5558	272.727	6	67	23	682
63	343	92.105	29	57	9	203
133	3316	289.767	9	113	70	210
317	5019	1.059	29	88	70	32
297	5485	20.642	1	1	9	119
183	4081	118.155	0	5	70	807
223	2100	3.944	29	59	45	23
51	2258	0.798	29	63	52	825
245	411	18.276	29	70	9	203
126	2903	471.91	29	7	69	43
38	3913	31.746	29	129	70	11
332	3918	53.571	29	58	70	729
88	250	40.935	27	101	9	203
180	1410	3.636	2	56	69	780
30	4781	4.83	2	53	70	43
77	1098	210.526	15	17	22	414
118	5251	261.261	9	113	69	494
148	846	3.086	9	113	11	138
45	1609	4.914	29	34	32	182
164	1825	0.512	29	39	33	441
151	3733	28.301	9	113	70	492
29	2663	90.622	28	126	65	293
338	145	10.0	29	87	4	43
304	3118	5.376	16	60	69	43
322	2750	30.864	29	85	69	43
325	2268	5.797	17	36	53	303
221	2885	197.468	29	59	69	43
255	5135	1.425	25	123	1	43
83	3422	3.994	9	113	70	166
122	1908	4.057	23	121	41	43
157	172	11.494	4	30	6	43
50	4528	155.555	29	63	70	43
63	1777	13.937	29	57	33	428
242	1653	208.333	27	101	33	43
10	208	0.893	29	105	6	54
160	2941	8.602	4	26	69	43
167	5809	3.992	9	113	70	580
128	3149	13.377	29	7	70	372
291	2054	5.444	2	2	44	160
253	2092	11.45	20	40	45	111
122	3474	5.545	23	121	70	723
129	4945	0.805	11	84	70	481
72	2399	8.571	29	114	60	43
305	1931	10.563	16	60	43	427
37	1835	5.703	29	129	33	780
37	4176	44.444	29	129	70	43
267	1364	24.539	8	49	23	221
133	4057	149.765	9	113	70	15
296	35	4.484	1	38	1	43
140	5088	27.667	29	52	70	960
232	2568	2.092	29	64	62	917
321	581	20.689	29	85	9	536
205	4473	6.993	19	134	70	863
284	3032	0.54	9	113	69	816
46	555	12.121	29	34	9	485
167	1862	8.31	9	113	34	560
43	2202	20.583	29	65	50	43
75	2137	8.498	2	8	48	323
199	1482	43.307	29	16	23	43
76	2831	37.878	2	8	69	43
55	2904	879.746	29	37	69	43
157	3854	16.759	4	30	70	43
326	2343	1.557	17	36	58	747
294	2164	4.347	29	96	48	43
222	87	14.084	29	59	2	43
54	3519	38.961	29	0	70	43
60	3010	9.316	29	73	69	457
229	5534	53.03	29	82	22	43
111	5553	19.23	14	86	23	965
193	2063	1.687	10	98	44	43
336	5230	3.152	29	117	62	33
298	2416	4.909	1	38	60	286
294	298	191.489	29	96	9	203
124	3809	6.259	23	121	70	118
125	2717	30.303	29	7	69	43
207	4812	22.598	29	132	70	207
309	5554	30.075	29	77	23	965
10	1739	631.578	29	105	33	43
269	97	3.619	28	126	2	804
1	4326	32.786	29	115	70	840
38	1375	17.142	29	129	23	404
167	2237	3.138	9	113	36	159
227	3952	63.492	29	109	70	144
16	5394	37.037	29	22	70	98
58	4948	88.235	29	45	70	571
324	5511	13.157	29	93	11	43
320	1024	0.299	29	88	18	63
115	5775	0.392	28	126	70	716
261	2125	111.111	9	113	42	741
293	715	8.658	29	96	11	164
20	1126	33.057	29	135	22	43
266	1783	44.444	8	49	33	686
197	5697	25.338	16	32	70	474
302	481	30.303	3	91	9	119
175	1631	1.982	9	113	32	182
94	923	7.142	29	97	17	43
222	2339	79.51	29	59	58	43
201	5412	2.951	8	49	70	723
123	3418	6.825	23	121	70	166
222	5462	163.636	29	59	9	26
141	352	70.0	29	52	9	203
152	3105	9.216	9	113	69	829
173	2899	225.352	29	55	69	43
20	622	7.272	29	135	11	43
334	3144	10.05	29	55	70	231
334	984	12.396	29	55	18	909
277	925	58.823	6	67	17	43
165	3109	7.915	29	6	69	828
298	1976	2.83	1	38	43	313
79	1914	6.944	9	113	41	43
272	4735	16.746	28	126	70	808
262	2230	3.378	9	113	36	326
299	5718	234.338	1	38	70	474
333	4219	708.047	29	58	70	98
120	5741	31.073	21	106	70	635
220	131	14.15	29	59	4	43
205	639	34.313	19	134	11	661
5	1872	8.474	29	15	34	153
275	3574	2.967	5	76	70	21
70	4927	3.717	9	100	70	43
251	2710	227.272	13	9	69	43
113	2830	16.666	16	61	69	43
122	2309	0.247	23	121	73	43
129	2406	1.062	11	84	60	43
307	1189	3.988	16	60	22	43
252	1883	0.43	20	40	34	43
202	1717	452.38	29	27	33	43
294	1475	1.646	29	96	23	682
126	2386	33.898	29	7	60	436
70	5377	13.207	9	100	70	124
88	2036	9.036	27	101	44	43
281	3156	45.698	19	102	70	231
80	5378	10.324	15	17	70	124
144	3855	10.489	28	126	70	43
313	69	3.816	29	80	1	43
45	4181	0.587	29	34	70	808
117	3427	5.486	9	100	70	166
87	4449	24.39	27	101	70	43
77	3671	26.086	15	17	70	43
97	2145	4.878	9	113	48	323
214	1975	3.372	16	60	43	313
314	1683	39.062	29	3	33	43
105	5652	32.786	8	41	70	632
66	5610	13.071	18	50	69	609
295	3229	30.534	29	19	70	372
132	4735	19.718	9	113	70	808
82	625	2.124	26	25	11	661
215	3791	11.887	16	60	70	542
1	5382	80.0	29	115	70	98
28	4972	49.382	29	110	70	791
257	4622	5.893	18	50	70	535
336	2250	16.497	29	117	52	915
29	4120	12.738	28	126	70	469
77	3405	2.208	15	17	70	166
40	1782	3.826	29	18	33	43
265	3950	19.23	8	49	70	43
312	1629	2.143	29	80	32	182
80	5197	14.705	15	17	34	43
66	3441	6.637	18	50	70	43
194	5298	10.869	19	136	70	379
331	2180	25.316	22	13	49	941
267	2275	156.06	8	49	53	742
133	1359	29.411	9	113	23	274
230	5444	12.987	29	82	43	50
147	519	10.126	8	125	9	26
104	3533	4.629	8	41	70	371
298	3818	1.135	1	38	70	387
238	2408	96.774	27	101	60	43
24	2347	7.299	29	119	58	69
1	601	11.006	29	115	10	43
166	189	5.246	29	6	6	54
271	5391	9.828	19	10	70	761
299	3183	6.012	1	38	70	372
308	602	17.543	29	77	10	43
127	4725	1.265	29	7	70	125
302	2512	0.414	3	91	61	276
39	3916	133.333	29	18	70	729
10	2467	0.515	29	105	61	92
63	4094	6.211	29	57	70	479
235	90	75.471	9	113	2	41
85	3613	16.574	9	130	70	21
120	4407	25.862	21	106	70	43
