[User ID]	[Service ID]	[RT]	[User Country]	[User AS]	[Service Country]	[Service AS]
305	3175	0.51	16	60	70	372
9	5555	0.134	29	133	23	965
108	334	0.118	29	120	9	203
6	645	0.53	29	15	11	661
83	1284	0.028	9	113	23	286
185	4441	0.081	29	48	70	43
241	3925	0.227	27	101	70	576
134	315	0.119	29	51	9	203
70	671	1.079	9	100	11	664
111	4260	0.632	14	86	70	544
47	2657	0.64	29	34	65	431
78	3511	0.139	9	113	70	808
41	480	0.129	29	18	9	119
188	3900	0.137	6	67	70	580
34	3770	0.065	29	62	70	365
230	2319	0.308	29	82	55	43
23	3640	0.096	29	119	23	803
27	5029	0.231	29	110	70	43
101	3668	0.033	29	103	70	1
56	5011	0.785	29	23	65	293
256	902	1.106	18	50	14	471
176	819	0.561	9	113	11	163
78	1523	0.078	9	113	27	497
32	4015	0.026	29	54	70	872
137	2396	0.4	29	46	60	42
290	4040	0.145	29	107	70	469
279	5094	0.524	19	102	70	43
162	215	0.991	29	44	7	43
203	4705	0.208	29	27	70	469
290	718	0.964	29	107	11	663
334	175	1.11	29	55	6	54
71	3753	0.124	29	114	70	866
217	1131	1.758	30	33	22	43
261	3182	0.313	9	113	70	231
84	1314	0.023	9	130	23	180
53	1355	0.383	29	21	23	297
19	2966	0.206	29	89	69	296
177	2343	0.133	9	113	58	747
81	756	6.123	25	123	11	138
24	3351	0.068	29	119	70	210
283	648	6.067	19	102	11	951
200	4748	1.197	8	49	70	376
180	3840	0.265	2	56	70	132
165	5762	0.172	29	6	70	868
56	3720	0.063	29	23	70	22
321	4857	2.395	29	85	70	474
78	3139	0.256	9	113	69	43
135	666	0.383	25	123	11	138
90	4386	0.171	0	122	70	368
17	42	8.033	29	112	1	819
17	994	3.279	29	112	18	108
190	4444	0.193	25	14	70	369
221	2407	0.423	29	59	60	43
81	5441	5.902	25	123	1	43
176	1509	0.989	9	113	26	43
230	4710	0.189	29	82	70	148
162	4395	10.244	29	44	70	67
152	1251	0.02	9	113	23	456
261	4301	1.007	9	113	70	98
286	5045	0.248	29	69	70	731
91	4301	0.886	15	17	70	98
222	4744	0.201	29	59	70	43
151	5498	0.26	9	113	11	43
322	2625	0.734	29	85	63	985
214	791	0.26	16	60	11	164
211	4204	0.513	25	123	70	581
220	3748	0.094	29	59	70	43
176	739	0.806	9	113	11	164
183	5197	0.099	0	5	34	43
67	4506	0.131	18	50	70	259
84	2358	0.348	9	130	59	43
124	2192	0.88	23	121	50	43
275	537	0.281	5	76	9	491
20	5817	0.149	29	135	70	580
306	2500	0.304	16	60	61	43
315	3160	0.216	29	3	70	231
120	1508	2.293	21	106	26	150
17	5361	0.132	29	112	70	199
233	4859	0.181	29	64	70	868
180	1437	6.203	2	56	23	36
78	663	0.419	9	113	11	138
315	4786	0.136	29	3	70	275
14	1908	1.541	29	11	41	43
266	731	0.335	8	49	11	43
33	2481	0.138	29	62	61	108
48	2948	0.229	29	34	69	43
48	4467	10.874	29	34	70	730
7	34	2.073	29	15	1	43
261	748	1.482	9	113	11	324
73	5256	0.4	29	127	70	5
183	5221	0.505	0	5	60	269
141	1237	0.188	29	52	23	36
32	1259	5.622	29	54	23	114
221	5522	1.795	29	59	11	880
334	2554	0.552	29	55	62	299
290	2905	0.147	29	107	69	43
155	5420	0.547	10	131	70	722
36	190	0.642	29	71	6	43
151	2000	0.033	9	113	43	976
131	2775	0.687	11	84	69	43
73	2029	0.244	29	127	43	511
254	342	0.204	20	40	9	203
48	4490	0.179	29	34	70	725
73	4314	0.324	29	127	70	98
330	499	0.178	24	47	9	119
290	3977	0.143	29	107	70	43
265	2172	0.058	8	49	49	941
113	3718	0.418	16	61	70	22
275	3814	0.187	5	76	70	118
254	792	1.532	20	40	11	24
267	2223	0.353	8	49	36	556
124	1862	0.262	23	121	34	560
305	1938	0.573	16	60	43	294
279	2011	0.149	19	102	43	43
176	2171	0.299	9	113	49	941
170	4375	0.232	29	83	70	469
265	3351	1.253	8	49	70	210
91	258	0.233	15	17	9	203
3	3544	0.014	29	28	70	43
135	5634	0.357	25	123	70	581
6	4042	0.323	29	15	70	469
73	68	0.709	29	127	1	43
65	4564	2.445	29	79	70	723
303	2603	6.935	16	60	63	883
40	2706	0.108	29	18	69	43
163	5689	4.506	29	39	70	474
338	5378	0.038	29	87	70	124
265	4660	0.918	8	49	70	808
62	3626	0.072	29	90	70	124
174	1752	2.279	9	113	33	43
79	4646	0.239	9	113	70	8
298	4965	1.472	1	38	70	386
182	3121	0.551	0	5	69	302
217	1006	1.295	30	33	18	43
162	1962	0.114	29	44	43	511
320	5654	0.137	29	88	70	240
174	2470	0.345	9	113	61	108
308	2445	0.99	29	77	60	520
95	1378	0.575	29	72	23	420
3	3971	0.144	29	28	70	7
176	1787	0.124	9	113	33	43
62	2112	0.461	29	90	45	602
117	1897	0.263	9	100	39	93
327	1011	5.593	17	36	18	311
17	1197	0.571	29	112	22	783
78	5254	0.104	9	113	69	43
261	4509	0.347	9	113	70	216
3	184	0.996	29	28	6	43
82	3832	2.516	26	25	70	190
279	5680	0.156	19	102	70	474
322	5219	0.644	29	85	60	269
303	2296	0.675	16	60	53	843
180	5055	0.215	2	56	70	368
321	3132	0.373	29	85	69	95
137	5727	0.139	29	46	70	148
205	438	0.882	19	134	9	203
205	3689	0.142	19	134	70	367
3	2416	0.345	29	28	60	286
334	4722	0.397	29	55	70	43
53	1130	0.427	29	21	22	43
182	3122	0.534	0	5	70	598
305	1514	0.308	16	60	27	403
276	2668	0.272	6	67	66	438
180	636	0.267	2	56	11	661
128	2840	0.167	29	7	69	43
321	3218	0.15	29	85	70	231
197	4510	0.82	16	32	70	216
165	2473	0.124	29	6	61	108
17	4300	1.074	29	112	70	98
41	1605	0.311	29	18	32	182
170	3820	0.1	29	83	70	387
193	4472	0.217	10	98	70	239
245	1342	0.229	29	70	23	772
32	2087	5.474	29	54	45	932
320	2439	2.908	29	88	60	43
70	793	4.917	9	100	11	43
85	3007	0.069	9	130	69	275
150	2017	0.2	9	113	43	412
203	2568	0.323	29	27	62	917
67	1932	0.381	18	50	43	294
151	3779	0.519	9	113	70	243
65	4729	2.594	29	79	70	2
0	1509	6.027	29	115	26	43
75	3585	0.047	2	8	70	168
241	3916	0.337	27	101	70	729
230	600	0.33	29	82	10	43
29	5632	0.327	28	126	70	231
92	2281	0.203	15	17	53	944
3	621	0.242	29	28	11	43
17	5486	1.243	29	112	9	809
197	5578	0.754	16	32	43	427
255	3400	0.658	25	123	70	457
180	5023	0.41	2	56	70	189
103	2051	0.064	29	103	70	193
103	3917	0.06	29	103	70	729
298	4232	2.028	1	38	70	43
325	3488	0.608	17	36	70	37
42	1440	0.725	29	92	23	177
197	3240	0.597	16	32	70	231
140	3470	0.041	29	52	70	723
241	584	0.197	27	101	70	474
111	297	0.506	14	86	9	203
24	1281	0.177	29	119	23	286
173	931	1.138	29	55	17	512
83	2438	0.252	9	113	60	227
280	647	0.395	19	102	11	138
188	2019	0.48	6	67	43	976
131	4806	0.438	11	84	70	770
193	3501	0.441	10	98	70	37
83	1056	9.382	9	113	22	43
103	3613	0.072	29	103	70	21
36	5159	0.412	29	71	17	891
241	4388	0.208	27	101	70	7
78	2762	0.045	9	113	69	43
150	3052	0.046	9	113	69	43
256	3974	0.184	18	50	70	126
257	5291	0.35	18	50	70	570
206	3336	0.122	29	132	70	210
285	3118	5.109	9	113	69	43
95	4917	0.138	29	72	70	43
279	1086	0.04	19	102	22	43
306	2023	6.217	16	60	43	616
123	4307	9.043	23	121	70	98
134	2466	0.147	29	51	61	276
111	4202	0.532	14	86	70	581
56	1947	0.144	29	23	43	43
177	576	0.391	9	113	9	43
117	3416	0.728	9	100	70	166
44	2423	0.232	29	65	60	269
150	4252	0.339	9	113	70	43
296	2846	0.299	1	38	69	43
286	165	0.207	29	69	5	518
151	3105	0.061	9	113	69	829
36	1577	0.413	29	71	31	508
19	3508	0.084	29	89	70	635
128	4979	0.442	29	7	70	354
32	4937	5.165	29	54	70	868
62	606	0.173	29	90	10	43
307	3811	0.208	16	60	70	118
12	1679	0.207	29	105	33	43
203	4420	0.074	29	27	70	43
193	3437	0.474	10	98	70	43
120	5541	0.186	21	106	22	43
280	2543	5.141	19	102	62	291
112	4380	0.438	16	95	70	106
257	3779	0.589	18	50	70	243
27	5384	0.824	29	110	70	43
321	4588	0.004	29	85	70	43
104	4709	0.756	8	41	70	127
38	1406	0.533	29	129	69	648
188	4588	0.151	6	67	70	43
20	4062	0.08	29	135	70	868
33	5397	3.144	29	62	70	601
103	3176	0.176	29	103	70	231
264	1493	9.584	9	100	23	694
7	2080	0.02	29	15	70	721
95	5348	0.087	29	72	70	10
190	22	0.354	25	14	1	548
174	1518	0.035	9	113	27	910
256	2745	0.05	18	50	69	43
38	5752	0.038	29	129	70	868
3	4186	0.247	29	28	70	167
296	3678	0.203	1	38	70	43
43	2124	1.065	29	65	42	741
103	3862	0.07	29	103	70	764
128	2440	0.738	29	7	60	222
306	5663	0.104	16	60	70	240
170	4200	0.013	29	83	70	235
104	3206	0.319	8	41	70	231
233	3989	0.05	29	64	70	43
180	1105	0.123	2	56	22	406
167	295	0.176	9	113	9	203
279	3056	0.198	19	102	69	785
62	1491	0.915	29	90	23	43
266	3768	0.449	8	49	70	365
298	3620	0.196	1	38	70	717
103	1011	5.025	29	103	18	311
46	4264	0.044	29	34	70	723
163	764	12.4	29	39	11	163
235	4727	2.534	9	113	70	261
277	5763	0.442	6	67	70	452
256	2921	0.054	18	50	69	43
108	1704	0.217	29	120	33	428
91	2568	0.089	15	17	62	917
305	2797	0.309	16	60	69	43
280	2151	0.485	19	102	48	323
12	4490	0.265	29	105	70	725
117	1344	0.032	9	100	23	306
43	5569	0.126	29	65	33	43
62	187	0.9	29	90	6	358
137	4165	0.866	29	46	70	43
238	4840	0.277	27	101	70	233
241	4639	0.642	27	101	70	868
217	379	0.436	30	33	9	203
108	3976	0.033	29	120	70	126
165	1615	1.018	29	6	32	309
19	4898	0.35	29	89	70	641
141	3763	0.045	29	52	70	903
188	2772	0.037	6	67	69	43
321	2930	0.105	29	85	69	43
6	3668	0.038	29	15	70	1
152	2181	0.369	9	113	70	816
214	954	0.579	16	60	17	891
131	3620	0.376	11	84	70	717
14	3725	0.144	29	11	70	205
199	3837	0.11	29	16	70	132
214	1453	6.946	16	60	23	440
96	3458	0.051	29	72	70	43
3	675	0.235	29	28	11	664
174	3490	0.399	9	113	70	37
79	2043	1.848	9	113	44	328
304	2508	0.902	16	60	61	279
330	2918	0.047	24	47	69	868
3	1315	2.423	29	28	23	180
41	146	0.116	29	18	4	43
135	2150	0.596	25	123	48	323
321	3019	0.122	29	85	69	287
24	5147	1.244	29	119	9	43
264	3332	0.361	9	100	70	210
277	2091	2.162	6	67	45	111
165	1164	0.175	29	6	22	149
92	990	0.35	15	17	18	413
252	2099	0.082	20	40	45	621
29	5465	0.175	28	126	9	26
197	5336	0.687	16	32	70	595
267	629	0.47	8	49	11	661
70	717	0.838	9	100	11	138
306	797	0.648	16	60	11	164
0	3635	0.048	29	115	70	607
140	3597	0.055	29	52	70	467
177	4169	0.467	9	113	70	98
290	4766	0.189	29	107	70	286
327	3214	0.585	17	36	70	231
103	4055	0.324	29	103	70	21
224	1390	0.375	29	59	23	114
40	1249	0.122	29	18	23	36
143	2065	5.19	9	12	45	108
230	724	2.647	29	82	11	138
113	122	1.351	16	61	4	43
305	4967	1.444	16	60	70	43
241	1487	0.093	27	101	23	445
304	2707	0.307	16	60	69	43
235	480	0.324	9	113	9	119
211	1237	0.07	25	123	23	36
20	536	0.533	29	135	9	491
273	711	1.039	28	126	11	773
83	4495	0.512	9	113	70	453
305	3905	0.22	16	60	70	580
151	2898	0.041	9	113	69	43
140	4334	0.077	29	52	70	722
108	3628	0.079	29	120	70	124
177	3662	0.133	9	113	70	638
137	3864	0.278	29	46	70	772
41	4219	0.215	29	18	70	98
200	1284	2.485	8	49	23	286
65	545	0.068	29	79	9	203
95	3406	0.253	29	72	70	166
40	3603	0.109	29	18	70	447
2	4719	0.759	16	94	70	62
155	1986	1.043	10	131	43	616
177	1037	0.038	9	113	21	43
204	3177	0.343	19	134	70	372
83	4816	0.402	9	113	70	43
11	2222	0.226	29	105	36	556
103	5368	0.238	29	103	70	216
288	4700	0.276	29	107	70	808
66	2013	0.213	18	50	43	616
75	2119	0.31	2	8	45	43
165	573	9.041	29	6	9	657
67	3754	0.278	18	50	70	574
322	4529	0.12	29	85	70	733
155	1457	1.298	10	131	23	269
106	991	2.638	29	128	18	108
101	2859	0.173	29	103	69	43
143	5651	5.459	9	12	70	632
222	2968	0.635	29	59	69	43
19	3711	0.117	29	89	70	22
182	4647	0.52	0	5	70	714
120	4239	0.443	21	106	70	14
19	5021	0.167	29	89	70	43
217	3858	0.235	30	33	70	764
228	1710	0.207	29	109	33	428
163	2107	0.504	29	39	45	833
211	3146	0.977	25	123	70	231
235	19	0.336	9	113	1	548
252	3018	0.466	20	40	69	287
2	5595	0.311	16	94	62	948
235	286	0.201	9	113	9	203
20	5282	0.097	29	135	70	11
43	5204	0.54	29	65	44	43
33	1222	0.677	29	62	23	36
134	1682	0.143	29	51	33	43
222	4017	0.154	29	59	70	903
43	5032	1.398	29	65	70	44
280	3860	0.194	19	102	70	764
71	1429	0.686	29	114	23	627
6	4758	0.039	29	15	70	286
20	2729	0.119	29	135	69	43
20	2042	0.806	29	135	44	328
14	1797	0.216	29	11	33	43
306	4672	0.254	16	60	70	394
257	5310	0.172	18	50	70	43
165	4231	0.067	29	6	70	773
230	4453	0.077	29	82	70	723
52	4692	0.233	29	21	70	478
111	4537	1.782	14	86	70	762
224	2460	0.501	29	59	61	509
20	5196	0.355	29	135	33	43
306	2997	2.194	16	60	69	43
153	1229	0.069	9	113	23	36
24	942	0.856	29	119	17	891
170	4243	0.198	29	83	70	723
106	5337	0.163	29	128	70	766
273	1492	0.062	28	126	23	114
309	970	0.993	29	77	28	892
283	1678	0.065	19	102	33	43
330	5204	0.171	24	47	44	43
131	5417	0.331	11	84	70	478
19	3195	0.284	29	89	70	372
334	5086	0.318	29	55	70	43
2	1617	0.367	16	94	32	182
183	4806	0.724	0	5	70	770
66	2245	1.338	18	50	36	133
12	3192	0.276	29	105	70	231
128	274	0.645	29	7	9	203
308	2530	0.933	29	77	61	896
247	3075	2.566	29	116	69	513
285	446	0.172	9	113	9	203
53	5699	0.049	29	21	70	768
12	3815	0.086	29	105	70	118
131	986	0.713	11	84	18	931
7	2269	0.404	29	15	53	270
252	1318	0.251	20	40	23	831
65	4565	0.207	29	79	70	595
197	2232	1.077	16	32	36	336
188	5029	1.533	6	67	70	43
224	1350	0.189	29	59	23	610
120	3165	0.243	21	106	70	372
252	1533	1.349	20	40	28	936
209	3905	0.094	29	99	70	580
305	2452	1.795	16	60	60	43
36	4361	0.091	29	71	70	43
330	5576	0.191	24	47	39	851
75	383	0.071	2	8	9	203
120	2119	0.466	21	106	45	43
44	1719	0.128	29	65	33	43
134	5599	0.231	29	51	69	43
34	5102	0.095	29	62	70	43
330	3853	0.151	24	47	70	43
43	4488	0.008	29	65	70	474
305	1089	0.285	16	60	69	886
265	1955	0.043	8	49	43	38
298	2787	0.619	1	38	69	43
92	5548	0.139	15	17	23	221
180	3641	0.352	2	56	70	867
128	4507	14.985	29	7	70	771
90	2560	0.851	0	122	62	521
174	2346	0.429	9	113	58	844
66	2686	4.34	18	50	69	43
0	5782	6.221	29	115	70	256
270	958	0.046	19	10	18	927
36	816	13.301	29	71	11	24
67	3061	0.313	18	50	69	494
19	4731	0.772	29	89	70	814
174	5624	0.361	9	113	70	231
273	1359	0.208	28	126	23	274
254	5704	0.148	20	40	70	43
194	4779	0.645	19	136	70	598
217	140	2.964	30	33	4	82
33	2836	0.168	29	62	69	43
185	418	12.141	29	48	9	203
283	5051	5.737	19	102	70	540
72	980	0.332	29	114	18	933
141	4864	0.126	29	52	70	31
316	1117	0.412	2	75	22	74
200	4251	1.667	8	49	70	189
143	5451	0.097	9	12	4	971
123	2201	6.736	23	121	50	43
274	357	0.347	5	76	9	203
177	1623	15.111	9	113	32	107
177	1317	0.092	9	113	23	697
40	2958	0.231	29	18	69	296
303	1694	0.307	16	60	33	43
306	2337	0.596	16	60	58	844
103	5584	0.298	29	103	36	43
296	1287	1.394	1	38	23	286
314	395	0.085	29	3	9	203
206	4503	0.119	29	132	70	707
150	3186	0.313	9	113	70	231
283	2147	0.616	19	102	48	323
193	1931	0.089	10	98	43	427
3	4488	0.032	29	28	70	474
120	5269	0.163	21	106	70	815
248	5175	0.608	29	116	23	269
140	952	0.453	29	52	17	94
104	3566	0.12	8	41	70	354
65	3088	0.727	29	79	69	304
0	4501	0.599	29	115	70	635
151	586	0.502	9	113	9	43
254	5293	0.58	20	40	70	367
156	2991	0.291	4	30	69	938
92	5511	0.398	15	17	11	43
7	5304	0.191	29	15	70	43
14	2406	0.237	29	11	60	43
84	3205	1.164	9	130	70	372
173	2384	0.204	29	55	60	436
20	3365	0.043	29	135	70	5
265	1788	0.255	8	49	33	428
325	3349	0.301	17	36	70	210
91	5227	0.209	15	17	62	43
134	3325	0.193	29	51	70	210
112	1458	1.279	16	95	23	43
0	3984	5.277	29	115	70	43
173	4326	0.139	29	55	70	840
170	2818	0.146	29	83	69	43
92	2783	0.04	15	17	69	43
338	734	0.594	29	87	11	43
92	2694	0.04	15	17	69	43
131	2902	1.718	11	84	69	43
128	3201	0.326	29	7	70	372
104	4007	0.13	8	41	70	581
70	3008	0.419	9	100	69	435
203	5467	0.112	29	27	9	26
29	2031	1.185	28	126	44	986
265	2945	0.065	8	49	69	889
128	1709	0.627	29	7	33	428
84	2403	0.063	9	130	60	43
247	2233	0.141	29	116	36	336
265	2287	0.993	8	49	53	43
48	3161	1.431	29	34	70	372
257	5700	0.145	18	50	70	768
101	935	0.149	29	103	17	512
238	5028	0.736	27	101	70	715
248	5696	0.355	29	116	70	474
135	489	0.189	25	123	9	119
84	4725	0.399	9	130	70	125
280	2404	0.269	19	102	60	43
131	5482	0.518	11	84	9	119
52	1456	1.573	29	21	23	118
255	2343	0.291	25	123	58	747
193	844	1.332	10	98	11	164
67	326	0.497	18	50	9	203
199	5105	0.129	29	16	70	469
200	5086	0.938	8	49	70	43
14	200	0.444	29	11	6	588
101	3663	0.203	29	103	70	905
308	3860	0.016	29	77	70	764
220	327	0.062	29	59	9	203
256	2795	0.05	18	50	69	43
150	2911	0.298	9	113	69	527
83	1915	0.817	9	113	41	43
338	4126	0.078	29	87	70	46
305	4913	2.579	16	60	70	21
173	5320	0.164	29	55	70	126
330	3885	0.262	24	47	70	392
67	2004	0.342	18	50	43	43
285	2603	6.952	9	113	63	883
108	1282	0.165	29	120	23	286
193	2320	0.732	10	98	55	43
330	296	0.181	24	47	9	203
334	5094	0.36	29	55	70	43
334	5134	4.358	29	55	1	330
109	2792	0.184	29	120	69	43
19	4776	0.205	29	89	70	868
83	5423	0.385	9	113	70	43
165	398	0.103	29	6	9	203
235	5276	1.016	9	113	70	65
7	3881	0.212	29	15	70	392
14	2631	0.364	29	11	65	43
261	3013	0.151	9	113	69	43
90	4983	0.518	0	122	70	807
134	2501	0.347	29	51	61	43
123	1670	0.384	23	121	33	43
108	362	0.072	29	120	9	203
221	1572	0.36	29	59	31	70
71	5070	0.076	29	114	70	21
109	2264	0.682	29	120	53	303
29	3831	0.153	28	126	70	261
280	1733	0.063	19	102	33	43
141	4080	0.224	29	52	70	807
303	5584	0.638	16	60	36	43
0	4423	1.116	29	115	70	124
113	1147	0.795	16	61	22	38
255	3836	0.346	25	123	70	132
92	1213	0.167	15	17	22	43
9	2282	0.149	29	133	53	944
321	4029	0.133	29	85	70	21
108	128	0.178	29	120	4	427
143	607	7.736	9	12	10	43
152	2118	0.145	9	113	45	174
242	3169	0.319	27	101	70	372
206	132	0.826	29	132	4	82
330	3410	0.822	24	47	70	166
233	393	0.033	29	64	9	203
248	3977	0.043	29	116	70	43
220	1912	0.292	29	59	41	43
123	4958	5.941	23	121	70	43
62	2817	0.116	29	90	69	43
286	2185	0.675	29	69	49	514
24	1945	0.318	29	119	43	43
134	2795	0.119	29	51	69	43
73	2960	0.239	29	127	69	296
256	4565	0.476	18	50	70	595
152	3589	0.142	9	113	70	43
296	4256	0.199	1	38	70	43
228	5720	0.398	29	109	70	635
47	2655	0.852	29	34	65	431
228	785	0.207	29	109	11	324
205	4195	0.141	19	134	70	43
308	5378	0.098	29	77	70	124
266	2347	0.251	8	49	58	69
224	5012	0.161	29	59	70	655
222	199	0.486	29	59	6	142
67	817	6.703	18	50	11	147
302	1527	6.625	3	91	27	181
306	4233	0.952	16	60	70	656
306	1677	0.297	16	60	33	43
290	4183	0.823	29	107	70	261
32	506	5.345	29	54	70	12
48	4032	0.151	29	34	70	21
193	2121	0.991	10	98	45	174
88	1568	0.052	27	101	31	508
264	1716	0.199	9	100	33	43
38	5172	0.319	29	129	23	43
109	4440	0.007	29	120	70	43
84	4370	0.477	9	130	70	904
261	1486	0.092	9	113	23	286
46	3186	0.193	29	34	70	231
224	3687	0.086	29	59	70	43
279	1619	0.127	19	102	32	310
235	2031	1.022	9	113	44	986
277	5327	0.889	6	67	70	773
264	4458	0.2	9	100	70	344
307	5469	0.172	16	60	9	26
24	2366	1.763	29	119	60	42
40	3642	0.109	29	18	70	867
81	2038	8.78	25	123	44	43
112	3653	0.215	16	95	70	590
106	4134	0.071	29	128	70	3
162	3675	0.286	29	44	70	43
17	5282	0.248	29	112	70	11
309	3501	0.082	29	77	70	37
67	2517	0.212	18	50	61	43
280	3183	0.366	19	102	70	372
307	1758	0.601	16	60	33	780
264	1970	8.912	9	100	43	43
165	1415	0.329	29	6	69	648
73	4488	0.038	29	127	70	474
71	4547	0.459	29	114	70	98
151	2327	1.902	9	113	55	555
75	275	0.07	2	8	9	203
322	3360	0.046	29	85	70	5
27	5524	0.945	29	110	22	43
67	2485	0.168	18	50	61	108
56	2242	2.466	29	23	36	326
314	3613	0.091	29	3	70	21
52	616	0.317	29	21	10	463
230	91	0.134	29	82	2	41
170	108	0.305	29	83	2	49
273	1201	0.053	28	126	22	525
128	2667	0.276	29	7	66	438
70	1755	0.09	9	100	33	43
327	3883	0.568	17	36	70	392
36	1443	0.11	29	71	23	36
200	3189	6.276	8	49	70	372
104	4667	0.722	8	41	70	984
176	2265	0.554	9	113	53	303
242	3252	1.115	27	101	70	581
96	5807	0.561	29	72	70	118
220	1970	0.475	29	59	43	43
286	4530	0.361	29	69	70	469
75	1806	0.474	2	8	33	780
41	939	0.538	29	18	17	745
248	5633	0.265	29	116	70	372
38	1517	0.136	29	129	27	910
32	2863	0.138	29	54	69	43
238	5230	0.052	27	101	62	33
24	4564	0.337	29	119	70	723
79	5414	1.33	9	113	70	43
65	1299	0.157	29	79	23	286
217	782	1.551	30	33	11	138
252	2631	0.232	20	40	65	43
209	4927	0.314	29	99	70	43
286	1312	0.191	29	69	23	36
302	1293	0.622	3	91	23	286
261	2214	0.18	9	113	51	194
254	5241	4.133	20	40	65	312
66	657	0.434	18	50	11	951
66	321	13.296	18	50	9	203
235	283	0.174	9	113	9	203
151	811	0.815	9	113	11	163
76	1592	0.281	2	8	69	674
265	2687	0.117	8	49	69	43
257	5170	0.199	18	50	22	43
303	472	0.443	16	60	9	119
183	75	1.116	0	5	1	955
113	413	13.13	16	61	9	203
33	5190	0.416	29	62	33	43
322	5214	0.374	29	85	53	855
214	4561	0.562	16	60	70	728
44	1321	0.126	29	65	23	43
194	3143	0.697	19	136	70	372
298	2907	0.309	1	38	69	43
273	280	0.228	28	126	9	203
43	2000	0.1	29	65	43	976
206	4580	0.136	29	132	70	524
43	3744	0.253	29	65	70	43
