[User ID]	[Service ID]	[TP]	[User Country]	[User AS]	[Service Country]	[Service AS]
176	5817	10.83	9	113	70	580
318	1989	17.595	29	88	43	47
242	2542	750.0	27	101	62	308
112	3872	16.393	16	95	70	43
178	5401	86.956	2	24	70	396
209	3654	60.0	29	99	70	590
118	5193	16.597	9	113	33	43
82	997	0.281	26	25	18	966
78	1272	266.666	9	113	23	43
98	3105	21.276	9	113	69	829
205	803	1.746	19	134	11	164
92	1318	14.084	15	17	23	831
310	730	0.332	29	77	11	43
321	2199	137.254	29	85	50	690
325	5515	10.204	17	36	11	333
250	2613	0.916	13	9	63	43
116	5519	105.849	9	100	11	138
327	3122	5.633	17	36	70	598
246	1762	17.699	29	126	33	780
0	4545	0.378	29	115	70	43
213	5656	24.39	16	60	70	240
176	3599	28.037	9	113	70	43
43	3390	17.777	29	65	70	457
0	702	5.83	29	115	11	164
252	3595	17.543	20	40	43	803
212	3829	3.194	16	60	70	387
31	2692	31.446	2	53	69	43
26	746	4.838	29	104	11	138
273	1687	131.578	28	126	33	43
90	4802	6.153	0	122	70	483
265	4301	751.434	8	49	70	98
126	4563	3.931	29	7	70	394
97	1833	5.291	9	113	33	104
126	855	2.898	29	7	11	43
230	344	60.869	29	82	9	203
133	5639	58.394	9	113	70	43
168	776	0.524	9	113	11	165
193	395	33.492	10	98	9	203
155	4889	2.548	10	131	70	43
225	2546	17.142	29	59	62	291
55	1	19.323	29	37	70	118
225	3915	27.777	29	59	70	729
76	960	5.05	2	8	28	892
259	4298	59.766	7	29	70	98
265	1714	755.319	8	49	33	428
111	4467	523.981	14	86	70	730
237	3339	5.692	27	101	70	210
254	4649	4.83	20	40	70	62
62	3428	9.216	29	90	70	166
290	302	61.403	29	107	9	43
106	4251	13.824	29	128	70	189
59	4241	55.555	29	66	70	43
44	1823	8.333	29	65	33	43
155	4282	18.181	10	131	70	368
333	2651	5.633	29	58	65	43
209	2599	2.469	29	99	12	339
41	1733	879.699	29	18	33	43
172	3495	15.384	29	55	70	37
168	2366	4.871	9	113	60	42
158	3748	13.636	4	30	70	43
337	5736	46.511	29	117	70	258
162	4268	6.389	29	44	70	868
86	5430	28.662	9	130	70	43
52	5024	9.302	29	21	70	215
43	2064	3.033	29	65	44	337
47	2185	1.713	29	34	49	514
140	1003	3.984	29	52	18	108
328	4129	16.574	9	113	70	43
168	827	6.101	9	113	11	43
114	3428	6.042	28	126	70	166
84	1428	413.793	9	130	23	499
89	3236	15.576	0	122	70	231
334	2717	35.971	29	55	69	43
333	4056	27.586	29	58	70	21
100	2209	8.771	29	103	50	105
330	4413	15.957	24	47	70	791
328	3561	22.556	9	113	70	354
52	2879	9.95	29	21	69	43
133	5172	13.245	9	113	23	43
59	1221	6.315	29	66	22	43
316	4371	40.816	2	75	70	904
105	2729	172.413	8	41	69	43
193	2713	60.975	10	98	69	43
88	3882	13.605	27	101	70	392
290	4474	54.054	29	107	70	863
49	4897	21.126	29	63	70	130
254	1409	3.875	20	40	69	648
265	4563	3.045	8	49	70	394
240	310	47.619	27	101	9	203
151	5741	3.13	9	113	70	635
183	4282	22.471	0	5	70	368
266	3697	16.042	8	49	70	144
44	1835	12.244	29	65	33	780
58	2554	9.771	29	45	62	299
181	584	19.48	2	56	70	474
229	2963	40.404	29	82	69	296
111	4764	2.396	14	86	69	760
106	3122	8.438	29	128	70	598
78	4447	24.39	9	113	70	736
286	3616	31.25	29	69	70	18
205	5689	9.174	19	134	70	474
155	3250	2.735	10	131	70	581
129	5031	0.14	11	84	70	398
158	4688	8.602	4	30	70	796
330	5375	2.551	24	47	70	650
99	501	27.777	9	113	9	119
234	1488	6.097	2	20	23	445
98	3768	7.594	9	113	70	365
125	98	1.136	29	7	2	804
143	5161	0.585	9	12	17	502
159	119	4.644	4	35	2	43
259	2704	75.471	7	29	69	43
290	2045	4.901	29	107	44	328
315	4939	18.382	29	3	70	723
26	214	22.556	29	104	7	178
161	91	4.825	4	26	2	41
181	5345	5.42	2	56	70	459
141	3636	19.867	29	52	23	803
76	86	1.569	2	8	2	43
151	1676	96.153	9	113	33	43
254	5327	797.433	20	40	70	773
47	4965	5.825	29	34	70	386
287	3578	32.258	29	69	70	124
214	1302	8.645	16	60	23	295
252	5369	6.25	20	40	70	216
47	5252	5.39	29	34	69	43
3	3099	151.658	29	28	69	124
273	3701	1.515	28	126	70	815
226	1948	5.813	29	108	43	126
53	488	62.068	29	21	9	119
129	4747	2.666	11	84	70	148
317	990	0.201	29	88	18	413
230	2708	39.682	29	82	69	43
175	5163	12.048	9	113	18	63
99	3738	6.172	9	113	70	447
151	4863	11.406	9	113	70	469
286	4446	214.285	29	69	70	736
47	1003	3.514	29	34	18	108
325	679	5.78	17	36	11	138
286	4589	11.049	29	69	70	877
49	3795	47.337	29	63	70	542
321	440	0.637	29	85	9	203
182	4848	3.646	0	5	70	362
315	5798	60.931	29	3	23	646
31	2714	30.487	2	53	69	43
316	5	6.048	2	75	70	816
100	3650	42.857	29	103	70	43
181	1727	953.488	2	56	33	43
90	3019	65.573	0	122	69	287
92	4062	8.522	15	17	70	868
146	1417	18.867	8	125	23	295
9	5531	60.344	29	133	22	43
155	3835	8.474	10	131	70	132
159	5712	340.707	4	35	70	474
131	950	2.915	11	84	17	270
189	5550	67.164	25	14	23	221
261	3344	63.683	9	113	70	210
213	4463	24.59	16	60	70	904
23	4125	16.393	29	119	70	46
259	4561	4.559	7	29	70	728
9	2254	50.847	29	133	70	601
156	4984	8.888	4	30	70	446
240	2670	13.888	27	101	66	438
4	3848	41.237	29	28	70	190
9	2548	9.463	29	133	62	610
287	4150	12.345	29	69	70	640
82	531	20.27	26	25	9	804
17	3076	11.661	29	112	69	43
156	4831	2.242	4	30	70	808
145	5064	11.415	28	126	70	357
189	4560	178.808	25	14	70	653
5	3788	38.961	29	15	70	124
84	4282	26.315	9	130	70	368
315	1434	9.389	29	3	23	267
254	1002	43.478	20	40	18	108
315	3211	7.587	29	3	70	372
92	5112	25.821	15	17	70	865
91	1144	27.397	15	17	22	38
143	2910	0.583	9	12	69	43
299	3507	15.706	1	38	70	635
52	2339	87.248	29	21	58	43
121	4617	107.692	21	106	70	261
90	3076	11.173	0	122	69	43
249	77	5.964	29	116	1	548
162	316	79.545	29	44	9	203
17	5604	27.932	29	112	69	275
146	4575	34.693	8	125	70	43
44	2798	40.0	29	65	69	43
266	2536	66.666	8	49	62	43
185	3580	44.117	29	48	70	124
106	1171	0.798	29	128	22	38
256	1564	5.769	18	50	29	561
159	5666	7.444	4	35	70	129
254	964	5.42	20	40	18	885
280	2165	0.588	19	102	49	261
49	4397	28.571	29	63	70	796
129	3623	1.371	11	84	70	83
36	3536	69.767	29	71	70	124
266	1100	150.0	8	49	22	414
302	853	0.355	3	91	11	661
78	5132	8.196	9	113	1	555
77	5645	12.987	15	17	70	540
59	5561	23.688	29	66	24	682
116	344	39.325	9	100	9	203
156	1304	10.989	4	30	23	295
333	5063	0.482	29	58	70	98
59	5649	35.087	29	66	70	632
317	974	2.375	29	88	18	63
216	5049	1.806	30	33	70	767
31	3506	9.009	2	53	70	635
100	293	0.638	29	103	9	203
267	2650	2.808	8	49	65	312
56	35	11.194	29	23	1	43
30	2645	7.692	2	53	65	517
0	1421	0.53	29	115	23	43
52	1910	1.664	29	21	41	43
112	4245	14.778	16	95	70	723
161	4238	12.096	4	26	70	791
161	619	1.958	4	26	10	531
188	1256	18.867	6	67	23	36
134	3021	28.125	29	51	69	889
144	2515	119.718	28	126	61	281
296	1682	15.151	1	38	33	43
325	5158	53.797	17	36	14	43
170	2908	940.476	29	83	69	43
298	1266	3.645	1	38	23	286
0	5008	0.369	29	115	70	811
283	5574	20.007	19	102	39	851
225	3947	10.204	29	59	70	43
261	1946	100.0	9	113	43	43
88	3212	9.375	27	101	70	231
334	663	18.587	29	55	11	138
44	4228	181.818	29	65	70	731
303	4815	10.025	16	60	70	539
283	4721	0.722	19	102	70	642
88	5460	40.935	27	101	9	26
328	2513	14.018	9	113	61	108
59	4312	115.819	29	66	70	98
171	3777	34.09	29	83	70	522
76	4873	42.056	2	8	70	43
327	895	11.45	17	36	14	682
143	3301	18.867	9	12	70	723
47	2160	24.767	29	34	48	43
182	1605	48.309	0	5	32	182
111	108	1.479	14	86	2	49
333	2228	49.723	29	58	36	159
328	4942	4.838	9	113	70	642
169	1864	17.316	29	83	34	560
261	4345	16.853	9	113	70	791
213	3376	205.0	16	60	70	5
216	4466	473.333	30	33	70	98
302	2794	9.124	3	91	69	43
321	3094	24.615	29	85	69	624
246	660	3.745	29	126	11	147
181	3367	585.106	2	56	70	5
116	2544	88.235	9	100	62	291
254	821	1.591	20	40	11	165
32	4769	0.396	29	54	70	731
36	2673	10.339	29	71	66	839
143	4103	0.546	9	12	70	379
237	112	30.769	27	101	2	43
82	5074	25.885	26	25	70	581
4	4086	86.956	29	28	70	470
318	3724	36.144	29	88	70	205
190	3941	25.974	25	14	70	43
181	4942	4.709	2	56	70	642
215	3673	5.524	16	60	70	21
172	1147	78.431	29	55	22	38
125	5322	10.791	29	7	70	796
254	4907	4.213	20	40	70	635
279	3126	2.177	19	102	69	692
129	1515	59.322	11	84	27	80
106	3172	20.408	29	128	70	231
290	2162	24.844	29	107	48	43
26	1300	5.97	29	104	23	295
242	2178	62.5	27	101	49	941
18	5714	326.86	29	112	70	474
250	1310	49.382	13	9	23	36
137	1949	26.785	29	46	43	126
89	4824	18.378	0	122	70	43
8	3664	12.987	29	133	70	905
32	2706	36.764	29	54	69	43
37	2017	23.786	29	129	43	412
67	365	25.925	18	50	9	203
100	4942	21.897	29	103	70	642
249	3649	75.0	29	116	70	43
53	3145	22.988	29	21	70	372
273	1471	21.505	28	126	23	682
26	4644	53.333	29	104	70	862
43	4624	2.96	29	65	70	475
37	5047	0.143	29	129	70	723
49	4164	56.537	29	63	70	43
86	2824	142.857	9	130	69	43
265	2444	17.167	8	49	60	43
145	4176	48.78	28	126	70	43
45	2399	7.792	29	34	60	43
75	5601	38.461	2	8	69	43
145	1131	46.859	28	126	22	43
83	4067	277.056	9	113	69	266
338	452	3.44	29	87	9	203
246	1479	20.0	29	126	23	496
296	5132	6.369	1	38	1	555
333	4914	0.467	29	58	70	43
334	364	56.91	29	55	9	203
230	5797	11.56	29	82	70	723
193	1392	30.303	10	98	23	43
307	1093	11.235	16	60	22	95
9	5772	70.175	29	133	70	43
219	3578	15.0	29	92	70	124
46	5367	64.22	29	34	70	457
327	5707	14.15	17	36	70	768
265	3054	24.0	8	49	69	43
3	4379	75.0	29	28	70	106
88	4957	5.617	27	101	70	634
190	4930	13.921	25	14	70	962
111	3169	13.422	14	86	70	372
307	506	30.254	16	60	70	12
47	3250	3.71	29	34	70	581
77	2774	113.636	15	17	69	43
56	2269	2.538	29	23	53	270
91	2932	17.316	15	17	69	43
91	1128	78.431	15	17	22	43
171	2802	34.482	29	83	69	43
36	3854	52.631	29	71	70	43
290	1936	15.748	29	107	43	294
18	5268	27.027	29	112	70	68
290	5131	4.784	29	107	1	548
96	5056	25.641	29	72	70	808
46	463	63.38	29	34	9	119
21	5266	66.666	29	119	70	262
82	4519	15.491	26	25	70	723
3	4159	13.888	29	28	70	577
256	759	3.374	18	50	11	43
118	794	2.656	9	113	11	163
145	3325	18.808	28	126	70	210
280	166	7.121	19	102	5	43
246	4965	0.292	29	126	70	386
90	4548	885.471	0	122	70	98
76	1076	21.008	2	8	22	43
38	1314	7.272	29	129	23	180
145	4241	26.315	28	126	70	43
259	1729	767.123	7	29	33	43
84	763	0.347	9	130	11	723
198	4962	429.315	29	16	6	982
190	1	11.764	25	14	70	118
215	4101	6.993	16	60	70	868
327	3647	12.987	17	36	70	124
286	5130	4.597	29	69	0	43
88	1563	3.3	27	101	29	43
182	1325	25.0	0	5	23	697
41	4662	10.638	29	18	70	387
118	3400	6.111	9	113	70	457
159	2252	0.396	4	35	52	915
214	655	20.833	16	60	11	951
209	241	0.62	29	99	9	203
67	1447	134.408	18	50	23	286
88	1091	17.241	27	101	69	886
156	1579	1.269	4	30	31	229
100	4523	41.666	29	103	70	344
76	2710	37.878	2	8	69	43
55	1689	31.055	29	37	33	43
318	3100	5.235	29	88	69	43
293	4252	28.776	29	96	70	43
302	2852	9.31	3	91	69	43
168	2238	9.404	9	113	36	159
53	3390	12.213	29	21	70	457
169	2749	34.246	29	83	69	43
37	5376	4.587	29	129	70	650
229	3567	6.329	29	82	70	874
118	3679	11.235	9	113	70	457
275	4427	10.489	5	76	70	43
67	3753	15.228	18	50	70	866
156	509	6.072	4	30	70	12
156	5585	1.567	4	30	53	944
336	4307	301.864	29	117	70	98
299	5241	0.661	1	38	65	312
134	5570	35.971	29	51	33	43
9	1735	450.819	29	133	33	43
254	1776	19.9	20	40	33	428
290	1641	27.624	29	107	33	43
242	3643	4.769	27	101	70	262
250	3424	5.714	13	9	70	166
230	1244	4.68	29	82	23	493
171	5468	88.888	29	83	9	26
205	2483	651.162	19	134	61	108
83	1684	104.166	9	113	33	43
275	2190	6.864	5	76	50	43
229	4300	161.417	29	82	70	98
155	2751	64.102	10	131	69	43
212	5508	20.618	16	60	11	43
4	2999	338.878	29	28	69	43
43	5809	6.493	29	65	70	580
106	5437	33.707	29	128	70	367
279	3214	8.174	19	102	70	231
265	504	4.418	8	49	9	119
169	4640	10.791	29	83	70	868
66	2743	67.567	18	50	69	43
125	1650	25.773	29	7	33	43
152	2089	196.428	9	113	45	932
77	4325	54.593	15	17	70	43
229	4781	16.528	29	82	70	43
198	3988	116.666	29	16	70	43
191	387	61.946	29	68	9	203
285	2458	48.387	9	113	61	587
230	2741	31.496	29	82	69	43
45	3554	44.117	29	34	70	354
240	232	38.674	27	101	9	203
43	2697	39.37	29	65	69	43
44	182	2.988	29	65	6	142
205	5739	111.428	19	134	70	43
182	5354	27.777	0	5	70	474
279	3061	61.611	19	102	69	494
284	3562	20.689	9	113	70	354
31	1453	6.319	2	53	23	440
75	4485	33.707	2	8	70	635
283	52	0.691	19	102	1	330
92	311	31.25	15	17	9	203
97	2042	3.499	9	113	44	328
88	4146	23.809	27	101	70	43
32	3809	333.333	29	54	70	118
216	1423	4.836	30	33	23	43
172	4827	0.131	29	55	70	234
21	2232	1.368	29	119	36	336
302	3829	1.763	3	91	70	387
47	5473	98.901	29	34	9	26
35	5651	45.454	29	62	70	632
286	1030	8.219	29	69	19	208
32	1263	28.846	29	54	23	43
296	3598	5.628	1	38	70	43
185	2828	32.258	29	48	69	43
188	2142	7.751	6	67	48	323
17	1037	16.216	29	112	21	43
212	4762	5.063	16	60	70	984
184	2659	1.086	17	31	65	842
58	2544	20.27	29	45	62	291
328	1151	28.938	9	113	22	74
1	3072	7.181	29	115	69	456
188	588	5.514	6	67	9	118
334	3211	7.763	29	55	70	372
334	5368	101.123	29	55	70	216
30	3922	108.108	2	53	70	729
155	5735	9.546	10	131	70	875
162	5626	7.751	29	44	70	231
209	3504	10.38	29	99	70	37
212	1885	25.906	16	60	34	77
45	1648	27.173	29	34	33	43
212	2849	15.772	16	60	69	43
237	3213	12.82	27	101	70	372
182	3885	6.756	0	5	70	392
18	2328	5.181	29	112	55	555
240	4872	12.302	27	101	70	720
12	2422	57.513	29	105	60	42
112	137	1.598	16	95	4	82
43	5391	105.263	29	65	70	761
91	4605	3.649	15	17	70	404
159	3614	9.803	4	35	70	21
181	4895	45.197	2	56	70	465
191	1364	24.39	29	68	23	221
230	5419	28.985	29	82	70	963
84	4538	56.569	9	130	70	762
284	5429	0.371	9	113	70	868
55	4367	54.545	29	37	70	217
83	2594	1.737	9	113	69	43
146	2229	1.395	8	125	36	326
182	3706	7.38	0	5	70	815
317	396	0.669	29	88	9	203
130	2356	2.316	11	84	70	43
47	2034	5.016	29	34	44	43
169	772	3.861	29	83	11	669
178	3671	11.07	2	24	70	43
229	4158	49.773	29	82	70	577
310	1152	21.791	29	77	22	74
4	3817	16.759	29	28	70	118
337	4964	3.901	29	117	70	635
302	2479	1.962	3	91	61	108
130	1734	110.215	11	84	33	43
4	1097	22.9	29	28	22	442
58	4161	209.567	29	45	70	635
188	5257	33.419	6	67	70	457
336	5744	5.263	29	117	70	21
325	2136	5.291	17	36	48	323
45	4763	9.009	29	34	70	490
213	144	3.262	16	60	4	82
91	2364	6.337	15	17	59	390
298	3706	1.036	1	38	70	815
53	2948	34.782	29	21	69	43
229	1780	0.766	29	82	33	43
89	2841	104.166	0	122	69	43
5	369	87.5	29	15	9	203
175	2147	4.518	9	113	48	323
88	1164	39.215	27	101	22	149
290	4683	68.642	29	107	70	569
303	2926	11.494	16	60	69	495
240	4282	24.691	27	101	70	368
261	5753	6.611	9	113	70	868
92	1765	522.794	15	17	33	632
279	2012	21.621	19	102	43	149
244	534	166.666	29	70	9	46
3	1307	6.88	29	28	23	676
230	1670	39.062	29	82	33	43
125	2844	29.761	29	7	69	43
225	1478	4.777	29	59	23	445
36	2286	4.132	29	71	53	103
185	2880	115.384	29	48	69	43
84	2344	311.111	9	130	58	747
307	1007	1.022	16	60	18	760
92	4622	8.021	15	17	70	535
1	3769	107.142	29	115	70	365
97	4532	4.329	9	113	70	762
130	2779	7.256	11	84	69	43
21	847	82.014	29	119	11	43
178	5026	21.097	2	24	70	469
265	2866	128.205	8	49	69	43
143	1945	0.583	9	12	43	43
88	4418	8.048	27	101	70	43
12	1973	6.211	29	105	43	616
322	2267	11.627	29	85	53	303
98	5547	199.999	9	113	22	849
105	2492	18.779	8	41	61	43
100	140	328.481	29	103	4	82
159	4537	0.873	4	35	70	762
229	734	6.872	29	82	11	43
96	5541	37.433	29	72	22	43
59	3455	17.045	29	66	70	43
143	3391	13.651	9	12	70	457
234	1977	10.256	2	20	43	313
144	243	37.037	28	126	9	203
307	3896	5.226	16	60	70	473
321	4177	7.38	29	85	70	373
45	712	9.975	29	34	11	773
67	2011	32.258	18	50	43	43
183	4061	2.392	0	5	70	244
66	4299	64.77	18	50	70	98
296	3635	18.75	1	38	70	607
155	1870	5.738	10	131	34	153
254	4299	33.606	20	40	70	98
290	3533	29.411	29	107	70	371
256	3063	35.294	18	50	69	757
205	804	2.561	19	134	11	43
250	545	19.736	13	9	9	203
330	794	1.523	24	47	11	163
97	1997	2.173	9	113	70	816
318	2204	7.117	29	88	50	66
56	1442	3.636	29	23	23	36
273	4090	22.9	28	126	70	43
161	447	13.293	4	26	9	203
105	5571	59.523	8	41	33	968
265	5156	1.63	8	49	11	43
3	2554	11.673	29	28	62	299
303	5464	39.325	16	60	9	26
133	2623	6.437	9	113	63	322
41	1232	47.619	29	18	23	36
96	2181	15.81	29	72	70	816
8	2315	74.168	29	133	73	43
182	75	0.186	0	5	1	955
172	3777	31.25	29	55	70	522
32	437	3.986	29	54	9	203
30	2267	8.474	2	53	53	303
32	4335	2.54	29	54	70	98
215	1181	3.416	16	60	22	269
59	523	16.304	29	66	9	43
159	4677	5.98	4	35	70	118
